grade1,grade2,grade3,attendance_rate,study_hours,passed
85,39,77,0.86,9.6,1
43,86,48,0.69,1.7,0
62,33,76,0.59,2.7,0
39,72,89,0.56,6.1,1
93,92,77,0.64,11.1,1
93,72,49,0.4,6.8,1
91,96,48,0.51,5.8,1
97,80,71,0.48,7.6,1
72,85,78,0.98,2.4,1
88,72,44,0.44,8.2,1
81,53,89,0.7,2.0,0
48,63,97,0.95,7.3,1
50,88,56,0.76,8.9,1
51,31,84,0.7,5.5,0
38,31,44,0.85,11.0,0
38,39,81,0.61,2.7,0
56,52,60,0.52,2.9,0
46,44,36,0.91,6.7,0
73,46,42,0.43,11.2,0
74,43,83,0.88,5.3,1
37,45,42,0.46,11.2,0
47,61,49,0.78,8.6,0
62,52,39,0.69,9.6,0
30,63,81,1.0,11.3,0
35,45,66,0.63,7.3,0
70,63,81,0.97,8.1,1
84,62,56,0.64,7.4,1
34,97,63,0.81,9.6,1
88,72,91,0.79,4.0,1
47,93,45,0.45,9.7,1
78,47,88,0.85,8.8,1
94,97,50,0.53,7.6,1
83,90,45,0.63,1.4,0
90,49,42,0.87,9.5,1
37,40,62,0.97,2.5,0
32,75,83,0.74,11.6,1
54,93,98,0.71,1.9,1
98,57,56,0.7,8.9,1
84,77,81,0.89,5.0,1
69,64,94,1.0,9.1,1
79,37,73,0.78,6.7,1
62,51,59,0.63,7.9,0
47,53,52,0.53,1.8,0
86,95,45,0.52,11.6,1
45,93,84,0.91,1.0,1
67,94,47,1.0,11.4,1
70,43,46,0.82,7.3,0
36,54,81,0.97,3.8,0
82,32,74,0.61,8.0,1
92,34,85,0.78,8.4,1
61,94,83,0.71,9.0,1
67,83,38,0.69,1.2,0
51,48,46,0.78,11.8,0
45,83,56,0.59,7.8,1
81,39,66,0.78,5.2,1
58,45,51,0.8,7.3,0
45,75,96,0.9,3.0,1
46,58,67,0.84,3.7,0
93,44,73,0.59,1.9,0
42,77,65,0.67,10.7,0
85,40,54,0.47,3.8,0
34,63,71,0.55,9.1,0
41,65,42,0.71,4.0,0
70,59,85,0.46,2.6,1
32,48,80,0.74,2.2,0
62,97,79,0.63,10.5,1
79,99,81,0.42,2.3,0
85,62,62,0.66,2.0,0
38,51,54,0.57,1.1,0
79,65,87,0.44,5.0,1
58,52,69,0.58,11.4,0
68,92,67,0.58,11.0,0
74,55,32,0.61,2.3,0
46,89,45,0.62,1.1,0
85,34,31,0.66,9.3,0
75,83,52,0.46,4.4,1
96,67,59,0.4,10.2,0
98,91,39,0.84,3.4,1
43,54,94,0.6,6.4,1
96,41,51,0.77,1.4,1
52,51,81,0.58,10.8,1
90,38,85,0.99,3.0,1
52,58,62,0.59,4.2,0
56,73,59,0.76,6.3,1
83,56,53,0.53,4.0,1
39,84,34,0.71,1.4,0
45,34,82,0.75,1.3,0
70,81,84,0.51,11.5,1
84,42,52,0.47,4.6,0
90,71,39,0.98,4.7,1
78,44,62,0.94,11.2,1
81,47,91,0.8,10.2,1
31,79,56,0.92,8.6,0
79,31,36,0.46,8.2,0
72,42,56,0.84,9.8,1
37,97,39,0.57,2.9,0
88,76,86,0.72,8.3,1
94,79,59,0.86,2.1,1
41,41,32,0.42,2.4,0
33,42,58,0.82,3.7,0
70,38,43,0.66,8.8,0
36,88,54,0.66,10.8,0
98,74,39,0.94,8.6,1
98,99,78,0.92,5.6,1
59,72,67,0.43,6.7,1
35,52,43,0.77,8.8,0
48,74,59,0.66,7.7,0
95,52,69,0.47,6.8,1
39,63,41,0.91,3.6,0
45,45,43,0.44,7.8,0
66,92,30,0.42,1.2,0
61,80,97,0.52,7.2,1
76,61,78,0.58,10.0,1
72,67,47,0.44,3.0,0
65,85,65,0.78,2.3,1
55,98,93,0.66,11.7,1
39,46,57,0.65,10.3,0
60,68,61,0.49,4.3,0
58,70,54,0.66,3.3,1
34,77,76,0.63,4.7,1
30,57,49,0.63,5.7,0
32,79,62,0.53,10.0,0
96,30,59,0.46,3.6,1
64,79,66,0.56,8.9,1
44,48,82,0.8,11.2,0
96,88,98,0.44,5.2,1
59,97,37,0.63,1.3,0
72,96,30,0.71,10.1,1
89,70,36,0.98,8.8,1
69,39,91,0.91,2.6,1
94,57,87,0.95,7.6,1
58,63,37,0.89,10.1,1
48,68,93,0.75,3.0,1
32,85,37,0.92,3.5,1
65,81,32,0.74,3.2,0
72,32,87,0.61,12.0,1
44,52,61,0.62,3.5,0
70,46,97,0.74,3.9,1
65,55,78,0.89,1.5,1
62,47,67,0.48,11.8,0
34,75,31,0.42,3.7,0
43,99,38,0.87,9.0,0
97,60,75,0.79,1.3,1
76,38,94,0.89,9.6,1
83,64,78,0.99,9.3,1
33,89,58,0.55,1.9,0
38,92,58,0.52,2.3,0
82,81,62,0.6,4.2,0
89,77,57,0.93,4.9,1
75,90,55,0.41,9.6,0
83,53,58,0.41,1.7,0
66,87,40,0.53,8.2,1
52,93,63,0.63,3.5,1
56,59,77,0.58,5.2,1
99,58,56,0.89,1.0,1
95,39,69,0.81,4.2,1
90,68,60,0.9,2.9,1
80,84,94,0.63,6.5,0
79,57,68,0.76,2.7,1
48,47,53,0.71,10.2,0
30,70,97,0.68,10.7,1
69,94,52,0.57,10.3,1
61,75,90,0.83,11.8,1
51,89,56,0.71,11.1,1
95,38,45,0.45,4.1,0
69,74,74,0.4,4.5,1
67,89,56,0.41,6.9,1
77,57,34,0.45,5.2,0
84,32,88,0.62,11.7,1
84,80,64,0.58,4.7,1
80,37,99,0.49,9.1,1
89,99,75,0.71,7.3,1
37,88,85,0.98,11.5,1
97,90,53,0.5,9.2,1
38,87,39,0.55,4.3,0
31,99,67,0.68,3.2,1
99,41,99,0.78,10.4,1
88,38,77,0.76,11.0,1
48,78,38,0.71,10.1,0
57,46,79,0.84,9.1,1
43,83,98,0.91,4.5,1
53,73,77,1.0,6.6,1
73,61,68,0.68,11.1,1
85,64,34,1.0,2.5,1
80,78,40,0.84,6.4,1
61,83,89,0.79,4.9,1
79,45,56,0.78,8.5,0
70,41,36,0.95,8.0,0
95,37,89,0.97,7.2,1
54,50,79,0.51,4.1,1
90,77,96,0.7,2.8,0
95,37,98,0.96,9.6,1
71,57,84,0.63,11.9,1
94,39,45,0.54,2.9,0
65,81,41,0.46,1.8,0
38,44,56,0.76,9.2,1
65,33,62,0.82,4.8,0
67,91,84,0.52,3.3,1
62,33,81,0.8,6.8,0
71,70,66,0.94,8.4,1
90,84,44,0.55,3.4,1
75,57,94,0.47,11.9,1
90,76,97,0.9,4.6,1
47,38,32,0.95,4.5,0
99,31,34,0.53,5.7,0
44,96,38,0.83,9.2,0
77,77,30,0.75,10.6,1
42,98,59,0.54,4.6,1
72,57,49,0.89,2.3,0
89,43,56,0.68,3.8,1
86,75,92,0.82,1.9,1
46,42,60,0.58,7.9,0
79,45,48,0.89,9.1,0
61,69,91,0.56,5.7,1
51,59,36,0.62,11.5,0
84,94,66,0.63,9.0,1
86,87,37,0.52,5.2,1
42,77,86,0.92,2.1,1
76,78,57,0.47,6.4,1
91,31,46,0.74,6.5,0
83,43,40,0.89,7.1,0
58,46,44,0.75,8.5,0
51,60,59,0.6,3.9,0
94,39,35,0.87,1.0,0
58,99,41,0.7,9.9,1
77,66,90,0.5,10.1,1
34,93,65,0.59,11.0,1
64,59,64,0.76,11.7,1
75,63,96,0.8,2.8,1
64,47,92,0.73,4.9,1
74,92,69,0.56,10.4,1
42,78,60,0.76,11.3,0
39,85,66,0.6,1.2,0
95,87,34,0.53,5.3,1
99,56,33,0.97,2.2,1
54,84,55,0.59,9.7,1
73,48,53,0.6,9.2,0
89,52,68,0.94,9.3,1
76,76,85,0.49,5.3,1
69,95,83,0.75,5.5,1
36,80,67,0.87,3.9,1
75,57,83,0.56,5.0,1
52,86,48,0.91,11.8,1
75,87,55,0.86,1.5,1
42,44,81,0.69,4.6,0
50,45,90,0.47,9.7,1
30,76,96,0.98,5.2,1
48,92,51,0.77,11.4,1
89,41,46,0.71,4.7,0
62,72,40,0.93,10.3,1
33,58,68,0.65,10.0,0
32,78,90,0.74,1.1,1
81,32,78,0.92,5.4,1
57,98,90,0.64,4.1,1
99,89,41,0.86,6.3,1
99,95,42,0.55,6.1,1
84,55,87,0.82,11.0,1
86,98,40,0.71,3.0,1
45,76,93,0.5,3.0,0
53,71,60,0.48,2.2,1
98,60,40,0.67,9.1,1
70,51,72,0.83,11.1,1
76,46,65,0.76,5.1,1
98,49,31,0.91,1.7,0
60,37,90,0.63,2.7,0
59,78,65,0.91,2.1,1
47,67,78,0.42,7.5,1
73,82,56,0.62,4.1,1
56,57,41,0.44,10.9,0
55,58,87,0.95,2.8,1
89,40,35,0.69,11.2,0
47,76,73,0.59,4.7,1
85,74,76,0.7,10.5,0
60,47,52,0.72,11.4,1
88,79,55,0.91,11.8,1
31,78,36,0.73,9.8,0
68,51,61,0.66,2.1,0
90,74,62,0.98,1.6,1
92,90,49,0.98,9.1,1
47,50,98,0.42,10.9,1
46,90,81,0.82,2.8,1
68,65,71,0.62,11.4,1
83,53,30,0.81,7.7,0
64,61,92,0.78,2.4,1
40,88,36,0.6,2.8,0
90,34,87,0.99,1.7,1
73,45,79,0.61,2.6,0
97,40,63,0.78,9.1,1
54,64,80,0.89,3.4,1
77,71,39,0.49,7.2,1
61,39,55,0.58,8.9,0
33,37,61,0.52,10.8,0
67,55,71,0.87,7.5,1
92,32,91,0.88,7.3,1
76,88,41,0.55,11.0,1
30,32,69,0.4,4.2,0
32,67,63,0.65,3.2,0
91,31,99,0.81,10.6,1
93,46,56,0.77,1.8,1
46,65,37,0.67,3.1,0
91,31,76,0.58,5.5,1
64,63,55,0.68,5.0,1
42,56,86,0.41,8.8,1
64,66,36,0.44,2.0,0
72,51,55,0.5,6.2,0
31,97,88,0.78,9.9,1
85,43,98,0.53,8.5,1
80,52,76,0.65,7.9,1
83,73,64,0.77,3.6,1
45,94,59,0.9,5.3,1
47,90,79,0.73,3.0,1
36,84,53,0.51,6.6,0
74,79,59,0.97,7.4,1
65,41,83,0.45,7.9,1
70,44,96,0.62,10.6,1
71,46,61,0.95,1.7,0
36,63,37,0.76,5.3,0
44,64,79,0.8,7.5,1
89,68,76,0.58,7.3,1
69,84,75,0.45,1.2,0
66,88,64,0.62,3.1,1
95,34,90,0.64,10.3,1
84,59,80,0.56,6.7,1
85,33,92,0.53,5.5,1
73,44,37,0.61,10.9,0
86,64,63,0.78,1.8,1
35,84,54,0.97,11.1,0
61,95,73,0.82,1.3,1
47,89,72,0.87,7.2,1
97,53,79,0.58,7.1,1
36,51,42,0.46,8.0,0
37,73,75,0.57,1.3,0
93,61,82,0.64,6.8,1
36,80,92,0.81,2.2,1
70,32,31,0.96,2.7,0
69,99,69,0.89,3.4,1
32,61,52,0.56,7.7,0
46,31,88,0.89,5.3,0
95,88,98,0.65,1.9,0
81,43,63,0.51,4.2,1
51,80,56,0.68,1.8,1
33,40,84,0.74,8.3,1
35,39,33,0.86,7.1,0
67,87,97,0.61,5.5,0
55,63,99,0.49,11.2,0
40,82,56,0.46,6.7,0
46,57,76,0.47,10.8,0
60,47,69,0.97,7.4,0
64,55,56,0.97,5.1,0
45,36,36,0.98,6.9,0
47,74,52,0.58,2.7,0
91,74,93,0.51,8.4,1
56,64,58,0.99,11.8,0
64,81,90,0.99,3.7,1
74,50,73,0.45,4.6,1
64,57,98,0.85,5.5,1
57,73,56,0.57,6.3,1
38,85,41,0.95,8.9,0
44,39,46,0.45,2.5,0
50,52,66,0.93,4.3,0
81,77,63,0.4,6.9,1
64,81,65,0.71,7.5,1
80,44,35,0.6,6.9,0
84,84,61,0.66,5.8,1
73,72,51,0.66,8.8,1
94,79,39,0.79,3.2,1
54,35,58,0.41,4.1,0
76,62,40,0.81,5.9,0
85,91,95,0.41,8.7,1
67,84,85,0.51,1.9,0
40,68,87,0.76,2.3,1
96,41,81,0.45,9.6,0
44,60,90,0.99,3.9,1
30,82,46,0.87,11.6,1
36,63,59,0.82,11.6,0
30,70,66,0.56,8.5,0
78,39,34,0.43,8.9,0
58,81,55,0.99,8.2,1
55,86,99,0.49,3.0,0
74,32,30,0.9,6.5,0
41,86,38,0.52,9.7,0
61,62,93,0.62,9.5,1
49,36,53,0.82,10.9,0
80,33,34,0.97,10.9,1
65,68,80,0.41,3.9,1
96,77,67,0.56,8.9,1
30,45,58,0.86,8.2,1
56,67,75,0.5,10.7,0
69,33,81,0.47,3.0,1
43,33,75,0.43,9.1,0
98,56,97,0.7,5.7,1
35,46,88,0.86,5.3,1
62,99,39,0.98,1.4,1
84,83,33,0.56,11.6,0
48,37,81,0.47,8.4,0
58,82,47,0.64,7.5,1
90,34,80,0.43,3.8,1
99,98,52,0.6,8.2,1
53,76,54,0.79,11.4,1
52,69,89,0.5,2.8,0
39,36,66,0.78,11.8,0
83,41,97,0.98,5.7,1
70,54,47,0.92,11.8,1
78,57,58,0.61,8.0,1
46,72,59,0.65,4.6,0
85,76,36,0.65,5.1,1
74,78,70,0.92,4.2,1
59,83,66,1.0,4.7,1
73,47,56,0.9,8.1,0
84,56,50,0.73,1.2,1
48,35,72,0.46,11.6,0
58,98,80,0.97,9.5,1
31,51,42,0.92,11.4,0
65,88,82,0.9,8.9,1
48,76,92,0.64,6.3,0
36,97,86,0.67,3.1,1
55,61,54,0.47,6.7,0
67,30,42,0.96,8.8,1
32,83,66,0.97,10.4,1
95,75,59,0.55,4.6,1
72,70,41,0.82,6.6,1
91,70,94,0.52,7.8,0
53,37,47,0.64,7.5,0
68,61,91,0.58,1.6,0
97,59,53,0.63,6.3,1
73,75,89,0.59,9.9,1
34,81,46,0.61,9.8,0
84,90,89,0.87,6.6,1
59,42,38,0.58,11.5,0
58,69,81,0.89,10.1,1
55,90,44,0.74,9.1,1
55,73,57,0.87,6.7,1
66,91,38,0.95,7.5,1
82,73,85,0.48,3.5,1
59,77,65,0.61,6.9,1
32,88,85,0.43,6.8,1
72,86,49,0.64,3.2,1
36,40,84,0.54,11.5,0
78,54,89,0.74,3.7,1
70,90,64,0.87,2.1,1
83,75,30,0.69,6.1,1
98,83,74,0.6,8.5,1
56,63,98,0.49,3.1,1
37,36,69,0.42,3.0,0
61,91,67,0.81,3.9,1
93,86,53,0.42,4.3,1
39,34,33,0.95,3.7,1
42,64,98,0.76,6.2,1
92,66,42,0.61,1.2,0
64,89,50,0.43,2.0,1
90,94,61,0.65,9.0,1
83,45,67,0.92,5.5,1
37,59,61,0.98,5.0,0
58,71,86,0.45,1.1,0
70,90,77,0.87,4.3,1
59,77,59,0.56,10.0,1
50,91,67,0.63,4.7,1
40,93,73,0.73,11.6,1
31,86,55,1.0,5.3,0
79,97,31,0.53,6.1,1
70,75,72,0.48,9.8,1
95,57,72,0.76,11.8,1
32,32,92,0.91,5.1,0
80,66,87,0.79,2.3,1
97,77,77,0.61,6.8,1
54,48,34,0.99,7.5,0
59,46,64,1.0,11.6,0
40,69,45,0.86,5.6,1
46,79,78,0.88,2.0,1
55,58,89,0.86,8.2,1
52,80,80,0.55,1.2,0
85,71,88,0.49,5.7,0
81,58,93,0.73,5.5,1
77,95,42,0.97,3.8,1
49,46,55,0.93,11.6,0
31,60,99,0.46,5.4,1
60,81,32,0.43,10.8,0
56,68,41,0.92,6.7,0
31,89,70,0.77,10.0,1
33,80,94,0.58,6.0,1
42,45,92,0.74,11.9,0
64,43,79,0.53,8.0,1
95,71,76,0.97,2.7,1
35,80,37,0.9,1.1,0
60,53,60,0.98,11.2,0
39,72,40,0.51,8.6,0
50,48,46,0.91,2.2,0
52,90,56,0.74,9.2,1
32,92,56,0.59,3.5,0
61,55,85,0.69,9.9,1
49,64,98,0.97,7.7,1
58,96,76,0.81,2.4,1
81,85,48,0.62,1.8,1
75,69,86,1.0,6.1,1
63,58,60,0.61,11.3,1
90,35,45,0.89,7.2,1
99,81,74,0.87,9.4,1
40,30,56,0.83,6.2,0
92,81,90,0.8,5.2,1
50,53,55,0.47,10.0,0
32,63,58,1.0,6.1,0
39,36,73,0.5,2.6,0
56,40,58,0.76,4.0,0
41,65,31,0.55,7.2,0
36,49,35,0.5,5.4,0
46,92,38,0.74,5.0,0
94,92,44,0.9,8.4,1
93,98,87,0.63,8.0,1
55,59,31,0.45,4.5,0
44,59,32,0.77,5.0,1
62,51,81,0.86,9.3,1
91,90,84,0.58,11.1,1
76,50,82,0.81,4.6,1
64,66,69,0.45,4.2,1
94,56,68,0.62,3.9,1
54,64,72,0.68,2.6,0
86,67,42,0.87,5.1,1
61,89,66,0.6,6.7,1
92,99,84,0.67,6.9,0
41,61,61,0.78,8.6,1
92,56,43,0.77,1.6,1
30,32,94,0.71,7.2,1
80,78,56,0.6,3.8,1
99,59,53,0.8,3.6,1
37,51,51,0.9,9.7,1
97,48,74,0.49,2.7,0
34,60,37,0.6,4.6,0
68,49,96,0.8,8.0,1
52,48,93,0.85,8.1,1
97,31,76,0.87,1.5,1
81,69,50,0.79,1.8,1
33,68,61,0.69,8.2,0
76,83,74,0.79,11.5,1
50,56,73,0.48,12.0,0
85,41,70,0.52,11.9,1
95,46,81,0.96,4.9,1
88,39,40,0.95,3.7,0
36,48,47,0.83,2.1,0
78,59,40,0.6,4.6,0
45,59,56,0.79,4.0,0
46,54,72,0.81,7.3,1
63,95,94,0.71,5.1,1
62,64,83,0.85,3.5,1
55,80,58,0.42,7.7,1
95,56,50,0.55,4.6,1
92,39,58,0.88,4.9,1
70,72,38,0.96,7.6,0
87,84,90,0.93,2.3,1
39,35,91,0.83,9.5,0
44,35,34,0.5,11.6,0
71,77,44,0.62,6.4,1
86,31,86,0.43,7.2,1
46,80,34,0.78,5.2,0
89,90,49,0.67,11.5,1
38,48,33,0.74,2.5,0
65,31,85,0.99,9.9,1
65,80,63,0.64,8.2,1
77,55,69,0.58,9.7,0
80,99,98,0.49,11.5,1
99,49,97,0.49,6.5,1
97,52,51,0.71,4.2,1
51,83,43,0.85,9.6,0
35,44,97,0.74,10.3,1
55,35,37,0.92,8.5,1
32,64,96,0.59,10.3,1
81,37,75,0.76,9.0,1
89,86,58,0.8,11.5,1
92,79,41,0.57,7.3,1
94,78,81,0.64,5.2,1
81,50,87,0.75,8.5,1
43,65,31,0.41,1.8,0
97,98,30,0.93,6.5,1
57,87,84,0.47,9.5,0
39,92,63,0.43,2.9,0
86,45,93,0.53,5.4,1
95,35,97,0.7,4.9,1
79,81,41,0.6,4.7,0
43,31,79,0.66,8.2,0
45,47,50,0.45,6.5,0
83,64,39,0.54,9.8,1
72,68,99,0.46,1.6,1
71,30,43,0.54,6.0,0
51,66,69,0.82,1.2,1
97,50,59,0.75,3.4,1
48,30,43,0.6,9.5,0
95,33,81,0.56,2.2,1
68,87,46,1.0,2.2,1
48,30,91,0.86,5.4,0
45,42,51,0.89,9.5,0
83,75,82,0.42,8.0,0
54,76,61,0.44,9.6,1
47,36,84,0.83,1.5,0
52,80,51,0.52,7.2,1
40,32,67,0.66,6.0,0
68,79,79,0.51,10.9,1
97,55,95,0.51,9.1,1
54,60,74,0.47,5.7,1
92,91,37,0.76,7.1,1
59,55,94,0.84,5.7,1
74,96,69,0.43,5.9,1
90,84,34,0.57,8.0,1
80,57,74,0.8,3.4,1
38,73,75,0.64,4.7,1
31,67,65,0.82,4.1,0
34,59,46,0.86,9.8,1
91,95,70,0.42,11.4,1
98,37,59,0.63,5.6,1
81,43,81,0.84,1.8,1
34,91,49,0.63,2.0,0
88,92,65,0.4,5.4,1
97,95,95,0.6,5.3,1
38,69,74,0.92,2.6,1
51,42,33,0.97,9.9,0
56,46,79,0.74,6.5,1
39,44,84,0.58,2.2,0
90,62,88,0.68,2.1,0
80,45,71,0.54,5.9,1
39,42,31,0.5,2.3,0
35,52,75,0.7,7.2,0
91,65,31,0.84,5.2,1
34,72,79,0.53,11.1,1
99,79,30,0.95,5.6,1
92,42,42,0.5,7.8,0
85,59,99,0.74,9.9,1
88,86,51,0.87,4.3,1
92,59,46,0.53,6.6,1
88,39,88,0.58,2.3,1
80,95,99,0.43,5.8,1
79,68,32,0.97,5.1,0
33,66,99,0.69,5.7,1
77,32,78,0.44,2.2,0
61,63,79,0.9,5.4,1
80,67,64,0.74,10.6,1
81,43,52,0.43,11.3,0
63,93,36,0.67,3.7,1
65,68,79,0.66,4.3,0
99,83,39,0.49,1.1,0
72,31,84,0.65,2.3,0
45,72,48,0.57,4.8,0
88,82,52,0.82,8.5,1
82,32,93,0.4,4.2,1
48,70,62,0.46,1.8,0
70,37,95,0.95,9.0,1
76,92,38,0.66,6.1,1
83,94,58,0.51,6.7,1
84,33,47,0.88,4.6,0
48,97,58,0.91,7.7,1
91,39,90,0.53,10.8,1
88,79,34,0.83,7.1,1
94,52,98,0.77,7.5,1
97,90,85,0.85,5.1,1
57,76,81,0.87,1.9,1
47,32,44,0.8,5.7,0
55,46,49,0.97,11.2,0
48,51,45,0.92,8.5,0
84,45,54,0.54,6.4,1
86,32,86,0.95,7.8,1
35,81,50,0.62,7.1,0
30,62,34,0.84,11.0,0
37,71,38,0.91,3.5,0
80,31,40,0.66,10.8,0
54,68,94,0.43,8.6,1
76,75,92,0.97,2.4,1
84,77,55,0.44,5.1,1
93,56,48,0.61,5.8,1
39,44,45,0.76,1.9,0
85,36,85,0.47,7.1,1
41,86,97,0.9,3.9,1
62,71,59,0.52,6.0,1
46,38,36,0.99,5.8,0
90,35,41,0.95,6.7,0
39,86,53,0.76,10.3,1
60,59,51,0.8,9.6,0
89,84,76,0.72,10.6,1
99,83,59,0.63,7.3,1
46,56,89,0.61,7.8,0
79,88,68,0.93,5.7,1
66,36,49,0.75,8.9,0
91,69,55,0.89,3.3,1
58,31,78,0.71,6.2,0
61,43,98,0.58,8.9,1
40,39,71,0.46,9.6,0
35,79,35,0.59,3.7,0
64,47,82,0.93,3.0,1
62,47,63,0.83,4.2,0
47,45,98,0.87,11.1,1
66,81,39,0.86,2.4,1
42,98,57,0.47,11.5,1
93,81,32,0.5,11.9,1
30,60,77,0.59,9.6,0
92,52,95,0.58,9.4,0
63,71,64,0.44,11.5,1
39,91,81,0.49,4.2,1
36,79,91,0.91,2.4,1
85,44,81,0.75,10.1,1
66,73,76,0.61,2.9,0
58,71,83,0.72,1.5,1
41,74,57,0.56,3.2,0
46,64,52,0.75,5.8,0
77,51,64,0.44,6.4,0
55,67,61,0.94,1.7,1
41,99,31,0.54,5.9,0
50,93,45,0.89,7.6,1
71,36,45,0.8,11.2,1
90,73,80,0.71,3.5,1
87,36,96,0.96,3.3,1
83,95,83,0.49,5.3,1
63,89,49,0.47,11.8,0
36,30,62,0.59,4.7,0
64,91,37,0.9,1.5,1
44,47,53,0.42,3.9,0
94,36,82,0.54,7.1,1
54,83,93,0.65,5.5,1
88,96,87,0.83,9.5,1
35,39,66,0.58,7.7,0
81,90,41,0.67,7.2,0
50,88,33,0.6,4.6,0
61,88,60,0.46,7.1,1
82,98,67,0.84,7.8,1
88,92,66,0.68,3.0,0
98,37,43,0.89,9.1,0
91,84,53,0.82,5.3,1
33,35,39,0.43,9.2,0
47,30,67,0.7,3.0,0
85,85,72,0.99,8.2,1
53,39,66,0.58,1.3,0
95,52,71,0.7,2.7,0
42,45,61,0.79,10.8,0
91,45,43,0.52,6.1,0
83,85,33,0.82,6.6,1
44,35,53,0.8,11.0,0
98,59,39,0.62,6.3,1
32,92,45,0.57,8.2,0
66,30,68,0.95,3.4,0
66,80,47,0.48,1.9,1
32,75,54,0.66,4.9,0
92,50,36,0.86,9.8,0
64,67,85,0.49,5.9,1
81,98,76,0.96,2.8,1
57,92,32,0.72,7.0,1
47,79,30,0.7,3.9,0
65,41,62,0.65,11.4,0
62,98,88,0.92,7.4,1
93,73,61,0.97,11.8,1
55,81,46,0.63,1.5,0
77,38,46,0.73,1.1,0
69,94,50,0.59,6.2,1
46,39,84,0.62,10.5,0
69,75,35,0.42,6.8,0
36,87,78,0.87,10.6,1
86,66,55,0.98,2.4,1
37,81,61,0.86,8.7,0
85,42,73,0.71,8.3,1
60,35,88,0.9,7.0,1
88,87,58,0.91,5.5,1
87,77,46,0.73,8.1,1
41,61,47,0.96,7.1,0
77,40,69,0.42,4.0,0
60,34,92,0.41,2.2,0
92,35,74,0.45,5.3,1
68,50,32,0.43,6.6,0
49,71,32,0.65,6.6,0
77,56,67,0.96,5.7,1
83,32,69,0.81,4.6,1
58,89,97,0.8,4.9,1
77,95,83,0.63,3.9,1
85,78,49,0.72,7.4,1
46,63,44,0.58,10.3,0
38,66,34,0.71,10.7,1
63,71,68,0.85,11.9,1
74,94,69,0.74,2.0,1
38,89,36,0.65,3.4,0
36,30,62,0.91,9.0,0
45,88,66,0.57,8.1,1
48,33,61,0.69,2.5,0
35,43,72,0.99,7.9,0
40,47,92,0.98,5.5,1
90,63,65,0.4,11.5,1
71,30,78,0.72,10.4,0
42,82,54,0.6,1.8,0
41,51,95,0.57,2.0,1
49,90,38,0.76,5.6,0
79,51,47,0.67,1.1,0
65,79,51,0.84,2.0,1
98,45,44,0.42,11.3,0
66,57,36,0.96,9.7,0
41,99,42,0.74,8.4,1
69,71,65,0.81,10.1,1
83,95,45,0.76,3.8,1
31,64,70,0.99,9.0,1
79,49,50,0.99,7.8,0
70,31,57,0.77,10.3,0
74,36,46,0.81,4.1,0
38,78,94,0.77,9.4,1
91,38,42,0.59,10.4,0
76,56,65,0.52,7.0,0
34,31,87,0.64,5.6,0
30,97,49,0.81,11.4,0
73,89,81,0.43,2.9,1
51,78,35,0.71,1.4,0
67,31,52,0.65,3.0,0
48,46,71,0.72,8.5,0
60,49,53,0.92,9.7,0
96,61,34,0.43,8.9,1
71,80,61,0.86,5.6,1
55,71,75,0.8,11.6,1
42,92,46,0.52,5.9,0
87,90,56,0.84,11.8,1
47,91,97,0.7,11.1,1
96,32,52,0.69,5.5,0
32,55,63,0.69,2.8,0
84,77,50,0.97,2.0,1
87,37,51,0.97,6.8,0
92,34,94,0.95,9.4,1
81,40,61,0.93,2.9,1
53,71,91,0.42,4.5,1
38,70,57,0.64,7.9,0
66,48,36,0.94,6.1,0
82,77,83,0.85,7.6,1
53,82,99,0.67,8.4,1
50,84,43,0.86,5.2,0
69,90,84,0.52,9.6,0
91,61,87,0.76,8.7,1
99,75,73,0.72,8.6,1
98,65,75,0.74,2.6,1
43,47,43,0.83,6.2,0
71,47,73,0.97,7.3,1
79,41,70,0.56,3.5,1
90,75,31,0.85,9.3,1
33,84,34,0.79,2.3,0
46,67,41,0.82,2.6,0
86,31,76,0.66,5.5,1
77,38,64,0.97,2.5,0
73,34,48,0.69,1.1,0
74,48,92,0.47,5.5,0
62,68,37,0.81,8.1,0
60,71,52,0.48,6.4,1
76,46,42,0.59,1.6,0
35,92,52,0.54,3.6,0
63,75,60,0.72,6.8,1
82,49,59,0.61,9.1,1
43,99,71,0.5,9.7,1
45,37,31,0.87,6.7,0
72,48,40,0.68,8.1,0
41,61,54,0.67,10.9,0
99,48,58,0.93,1.7,1
48,53,51,0.72,2.1,0
70,53,48,0.83,6.0,0
82,85,70,0.6,7.7,1
58,47,67,0.74,1.1,0
99,41,58,0.84,6.0,1
88,70,51,0.58,2.9,1
93,77,37,0.81,8.1,1
53,93,76,0.74,3.9,1
45,45,35,0.66,10.9,0
81,52,36,0.83,1.7,0
35,68,65,0.59,9.9,0
66,62,37,0.83,5.3,0
33,53,75,0.73,10.4,0
67,90,93,0.55,10.0,1
70,84,60,0.8,3.6,1
43,90,52,0.93,1.6,1
80,69,90,0.59,8.7,0
94,87,79,0.89,3.2,1
81,30,75,0.6,11.2,1
59,54,72,0.89,1.7,1
86,82,39,0.43,4.6,1
59,90,49,0.4,1.1,0
71,75,45,0.47,4.5,1
40,89,32,0.92,7.0,0
56,80,59,0.72,8.2,1
53,77,47,0.76,9.0,0
68,69,88,0.91,10.2,1
